"food_id","food_name","portion_size","calorie","protein_gr","carbohydrate_gr","fat_gr"
"58304010",Spaghetti and meatballs dinner,Per 100g,113.0,5.58,15.06,3.39
"58304060",Spaghetti with meat sauce,Per 100g,113.0,5.58,15.06,3.39
"58310310",Pancakes and sausage,Per 100g,272.0,9.0,27.92,13.85
"58407034",Ramen bowl,Per 100g,127.0,7.13,13.95,4.57
"58407038",Ramen bowl with beef (Includes: with pork or sausage; multiple meats),Per 100g,137.0,6.81,15.4,5.19
"58407042",Ramen bowl with chicken,Per 100g,126.0,7.04,15.4,3.86
"58407046",Ramen bowl with fish (Includes: with shrimp or seafood),Per 100g,112.0,5.78,15.4,2.87
"58407056",Ramen bowl with meat and egg (Includes: with any meat,Per 100g,127.0,7.13,13.95,4.57
"59003000",Meat substitute,Per 100g,359.0,12.8,61.25,7.23
"61100600",Clementine,Per 100g,53.0,0.81,13.34,0.31
"61101010",Grapefruit,Per 100g,42.0,0.77,10.66,0.14
"61110010",Kumquat,Per 100g,71.0,1.88,15.9,0.86
"61113010",Lemon,Per 100g,29.0,1.1,9.32,0.3
"61113500",Lemon pie filling,Per 100g,354.0,4.71,68.92,6.93
"61116010",Lime,Per 100g,30.0,0.7,10.54,0.2
"61119010",Orange,Per 100g,50.0,0.92,11.78,0.14
"61125010",Tangerine,Per 100g,53.0,0.81,13.34,0.31
"61201010",Grapefruit juice,Per 100g,39.0,0.5,9.2,0.1
"61204000",Lemon juice,Per 100g,22.0,0.35,6.9,0.24
"61207000",Lime juice,Per 100g,25.0,0.42,8.42,0.07
"61210000",Orange juice,Per 100g,47.0,0.77,10.17,0.34
"61213220",Tangerine juice,Per 100g,43.0,0.5,10.1,0.2
"61213800",Fruit juice blend,Per 100g,47.0,0.77,10.18,0.34
"62101050",Dried,Per 100g,298.0,2.28,78.62,0.62
"62101100",Apple,Per 100g,243.0,0.93,65.89,0.32
"62104100",Apricot,Per 100g,241.0,3.39,62.64,0.51
"62105000",Blueberries,Per 100g,317.0,2.5,80.0,2.5
"62106000",Cherries,Per 100g,333.0,1.25,80.45,0.73
"62107200",Banana chips,Per 100g,519.0,2.3,58.4,33.6
"62108100",Currants,Per 100g,290.0,3.43,76.98,0.22
"62109100",Cranberries,Per 100g,308.0,0.17,82.8,1.09
"62110100",Date,Per 100g,282.0,2.45,75.03,0.39
"62113100",Fig,Per 100g,277.0,3.3,63.9,0.92
"62114050",Mango,Per 100g,319.0,2.45,78.58,1.18
"62114110",Papaya,Per 100g,302.0,1.25,75.43,0.84
"62116100",Peach,Per 100g,239.0,3.61,61.33,0.76
"62119100",Pear,Per 100g,262.0,1.87,69.7,0.63
"62120000",Persimmon,Per 100g,374.0,1.54,96.07,0.66
"62120100",Pineapple,Per 100g,347.0,1.22,84.11,0.71
"62122100",Prune,Per 100g,240.0,2.18,63.88,0.38
"62125100",Raisins,Per 100g,299.0,3.3,79.32,0.25
"63100100",Fruit,Per 100g,68.0,0.68,16.24,0.21
"63101110",Applesauce,Per 100g,75.0,0.25,17.97,0.17
"63101210",Apple pie filling (Includes: pie filling,Per 100g,100.0,0.1,26.1,0.1
"63105010",Avocado,Per 100g,160.0,2.0,8.53,14.66
"63107010",Banana,Per 100g,97.0,0.74,22.71,0.28
"63109010",Cantaloupe,Per 100g,38.0,0.82,8.16,0.18
"63109015",Melon,Per 100g,35.0,0.66,8.27,0.16
"63109700",Starfruit,Per 100g,31.0,1.04,6.73,0.33
"63113030",Cherry pie filling,Per 100g,122.0,0.6,28.59,0.91
"63116010",Dragon fruit (Includes: pitaya),Per 100g,68.0,0.68,16.24,0.21
"63123000",Grapes,Per 100g,83.0,0.9,19.4,0.2
"63125010",Guava,Per 100g,68.0,2.55,14.32,0.95
"63126500",Kiwi fruit,Per 100g,64.0,1.06,14.0,0.44
"63126510",Lychee,Per 100g,66.0,0.83,16.53,0.44
"63127010",Honeydew melon,Per 100g,36.0,0.54,9.09,0.14
"63131010",Nectarine,Per 100g,43.0,1.06,9.18,0.28
"63134010",Passion fruit,Per 100g,97.0,2.2,23.38,0.7
"63143010",Plum,Per 100g,46.0,0.7,11.42,0.28
"63145010",Pomegranate,Per 100g,83.0,1.67,18.7,1.17
"63147110",Rhubarb (Includes: rhubarb sauce),Per 100g,73.0,0.81,17.45,0.22
"63148750",Tamarind,Per 100g,239.0,2.8,62.5,0.6
"63149010",Watermelon,Per 100g,30.0,0.61,7.55,0.15
"63200100",Berries,Per 100g,44.0,0.66,9.94,0.25
"63201010",Blackberries,Per 100g,43.0,1.39,9.61,0.49
"63203110",Bluberries,Per 100g,88.0,1.04,22.66,0.4
"63203700",Blueberry pie filling,Per 100g,181.0,0.41,44.38,0.2
"63207110",Cranberry sauce (Includes: jellied; whole berry; canned; relish),Per 100g,159.0,0.9,40.4,0.15
"63219000",Raspberries,Per 100g,57.0,1.01,12.9,0.19
"63223020",Strawberries,Per 100g,36.0,0.64,7.96,0.22
"63301010",Ambrosia,Per 100g,75.0,0.81,16.45,0.98
"63311000",Fruit salad,Per 100g,59.0,0.64,13.94,0.21
"63311110",Fruit cocktail,Per 100g,55.0,0.41,14.1,0.08
"63311180",Fruit mixture,Per 100g,48.0,0.69,11.29,0.23
"63401010",Apple salad with dressing (Includes: Waldorf salad; fruit and nut salad with apples,Per 100g,180.0,1.45,12.2,14.24
"63403150",Lime souffle (Includes: other citrus fruits),Per 100g,328.0,8.82,39.83,15.02
"63409010",Guacamole,Per 100g,155.0,1.95,8.45,14.18
"63409015",Guacamole with tomatoes (Includes: avocado dip with tomatoes),Per 100g,145.0,1.87,8.09,13.09
"63409020",Chutney (Includes: fruit; tamarind),Per 100g,246.0,0.33,60.6,0.06
"63413010",Pineapple salad with dressing (Includes: pineapple salad with cream cheese; with nuts),Per 100g,105.0,0.5,12.79,5.79
"63420105",Frozen fruit juice bar (Includes: all flavors; frozen fruit bar; NS as to type),Per 100g,106.0,0.81,25.4,0.06
"63420205",Frozen fruit juice bar,Per 100g,30.0,0.12,7.35,0.01
"63430150",Sorbet (Includes: all flavors,Per 100g,110.0,0.79,27.12,0.05
"64100100",Fruit juice,Per 100g,51.0,0.29,12.1,0.26
"64100200",Cranberry juice blend,Per 100g,46.0,0.12,11.16,0.18
"64101010",Apple cider (Includes: cider,Per 100g,46.0,0.1,11.3,0.13
"64104010",Apple juice,Per 100g,48.0,0.09,11.34,0.25
"64104600",Blackberry juice,Per 100g,38.0,0.3,7.8,0.6
"64104610",Blueberry juice,Per 100g,42.0,0.46,9.47,0.2
"64105400",Cranberry juice,Per 100g,32.0,0.0,7.26,0.34
"64116020",Grape juice,Per 100g,66.0,0.18,15.73,0.28
"64120010",Papaya juice,Per 100g,57.0,0.17,14.51,0.15
"64121000",Passion fruit juice,Per 100g,51.0,0.39,13.6,0.05
"64124020",Pineapple juice,Per 100g,53.0,0.36,12.87,0.12
"64126000",Pomegranate juice,Per 100g,54.0,0.15,13.13,0.29
"64132010",Prune juice,Per 100g,71.0,0.61,17.45,0.03
"64132500",Strawberry juice,Per 100g,23.0,0.42,5.17,0.14
"64133100",Watermelon juice,Per 100g,30.0,0.61,7.55,0.15
"64200100",Fruit nectar,Per 100g,51.0,0.11,13.12,0.06
"64201010",Apricot nectar,Per 100g,56.0,0.17,13.63,0.45
"64201500",Banana nectar,Per 100g,74.0,0.26,18.01,0.13
"64202010",Cantaloupe nectar,Per 100g,65.0,0.33,15.64,0.11
"64203020",Guava nectar,Per 100g,48.0,0.3,13.3,0.07
"64204010",Mango nectar,Per 100g,51.0,0.11,13.12,0.06
"64205010",Peach nectar,Per 100g,49.0,0.1,11.61,0.57
"64210010",Papaya nectar,Per 100g,57.0,0.17,14.51,0.15
"64213010",Passion fruit nectar,Per 100g,69.0,0.16,17.39,0.06
"64215010",Pear nectar,Per 100g,60.0,0.11,15.76,0.01
"64221010",Soursop,Per 100g,59.0,0.11,14.93,0.17
"64401000",Vinegar,Per 100g,21.0,0.0,0.93,0.0
"67100000",Baby Toddler fruit,Per 100g,68.0,0.68,16.44,0.21
"67100100",Baby Toddler multiple fruit,Per 100g,68.0,0.68,16.44,0.21
"67100350",Baby Toddler fruit and vegetables,Per 100g,59.0,0.98,13.69,0.23
"67100480",Baby Toddler fruit and meat (Includes: any stage; with grain),Per 100g,82.0,2.26,16.44,0.99
"67102010",Baby Toddler apples,Per 100g,41.0,0.2,10.8,0.2
"67105030",Baby Toddler bananas,Per 100g,91.0,1.0,21.34,0.2
"67108010",Baby Toddler peaches,Per 100g,65.0,0.94,14.48,0.33
"67109010",Baby Toddler pears,Per 100g,42.0,0.3,10.8,0.2
"67110000",Baby Toddler prunes (Includes: any stage; plums),Per 100g,100.0,1.0,23.52,0.2
"67110100",Baby Toddler mangoes (Includes: any stage),Per 100g,60.0,0.82,14.98,0.38
"67201000",Baby Toddler juice,Per 100g,47.0,0.0,11.7,0.1
"67408010",Baby Toddler pudding (Includes: any stage; any flavor; custard),Per 100g,86.0,1.76,17.58,0.98
"67430500",Baby Toddler yogurt melts (Includes: snack; yogurt puffs or drops; any flavor),Per 100g,380.0,14.29,71.82,4.0
"71000100",Potato,Per 100g,126.0,1.87,20.45,4.25
"71106000",Stewed potatoes,Per 100g,115.0,2.09,18.75,3.71
"71106010",Potato only from Puerto Rican mixed dishes,Per 100g,85.0,1.7,19.89,0.1
"71106020",Potato from Puerto Rican style stuffed pot roast,Per 100g,74.0,2.46,14.45,0.93
"71106050",Potato from Puerto Rican beef stew,Per 100g,74.0,2.46,14.45,0.93
"71106070",Potato from Puerto Rican chicken fricassee,Per 100g,72.0,1.34,14.62,1.02
"71205020",Potato sticks,Per 100g,522.0,6.7,53.3,34.4
"71220000",Vegetable chips (Includes: veggie chips; Eat smart; vegetable puffs; vegetable sticks; veggie straws; veggie crisp; Terra; all flavors excluding sweet potato; snap pea crisps),Per 100g,495.0,4.72,59.2,26.56
"71410000",Potato skins without topping,Per 100g,151.0,2.12,19.53,7.45
"71410500",Potato skins,Per 100g,199.0,6.07,16.34,12.4
"71503010",Potato patty (Includes: potato croquettes; potato cake),Per 100g,171.0,3.89,13.49,11.32
"71505000",Potato tots,Per 100g,237.0,1.9,24.4,15.46
"71600950",Potato salad with egg,Per 100g,175.0,3.04,15.37,11.35
"71602010",Potato salad,Per 100g,108.0,2.92,17.17,3.22
"71701000",Potato pancake (Includes: latkes),Per 100g,196.0,4.47,20.64,10.8
"71701500",Lefse (Includes: Norwegian potato and flour pancake),Per 100g,218.0,4.37,36.39,6.34
"71703990",Stewed potatoes (Includes: papas guisadas; with or with out peel; with or without fat added),Per 100g,103.0,1.99,16.26,3.39
"71704000",Stewed potatoes with tomatoes (Includes: papas guisadas con tomate),Per 100g,87.0,1.71,12.89,3.29
"71900100",Plantain,Per 100g,122.0,1.3,31.8,0.35
"71905410",Plantain chips,Per 100g,531.0,2.28,63.84,29.59
"71930120",Cassava,Per 100g,191.0,1.42,39.62,3.03
"71930190",Yuca fries,Per 100g,269.0,1.24,34.72,13.94
"71930200",Casabe,Per 100g,299.0,2.54,71.22,0.52
"71962040",Taro,Per 100g,141.0,1.57,27.55,2.95
"71970200",Fufu (Includes: African dish),Per 100g,166.0,1.5,33.59,2.99
"71980200",Taro chips,Per 100g,498.0,2.3,68.1,24.9
"72101100",Beet greens,Per 100g,22.0,2.2,4.33,0.13
"72103000",Broccoli raab,Per 100g,22.0,3.17,2.85,0.49
"72104100",Chard,Per 100g,19.0,1.8,3.74,0.2
"72107100",Collards,Per 100g,32.0,3.02,5.42,0.61
"72110100",Cress,Per 100g,32.0,2.6,5.5,0.7
"72113100",Dandelion greens,Per 100g,45.0,2.7,9.2,0.7
"72116000",Romaine lettuce,Per 100g,21.0,0.98,4.06,0.07
"72116150",Caesar salad,Per 100g,77.0,4.0,7.49,3.41
"72116220",Escarole,Per 100g,37.0,1.12,2.98,2.72
"72118211",Greens,Per 100g,37.0,2.97,5.16,0.97
"72119190",Kale,Per 100g,43.0,2.92,4.42,1.49
"72120220",Lambsquarter,Per 100g,54.0,3.11,4.85,3.22
"72122100",Mustard greens,Per 100g,27.0,2.86,4.67,0.42
"72123020",Poke greens,Per 100g,42.0,2.24,3.01,2.93
"72124100",Radicchio,Per 100g,23.0,1.43,4.48,0.25
"72125100",Spinach,Per 100g,27.0,2.85,2.41,0.62
"72125240",Spinach souffle,Per 100g,128.0,5.72,7.13,8.64
"72125260",Spinach and cheese casserole (Includes: spinach casserole,Per 100g,130.0,7.05,9.86,7.59
"72125310",Palak Paneer (Includes: spinach or mustard greens with cottage cheese; Saagwala; Saag Paneer; Indian dish),Per 100g,101.0,5.42,4.28,7.02
"72125500",Channa Saag (Includes: Chana Shaag or Sagh; spinach and chickpeas; Indian),Per 100g,89.0,4.1,8.79,4.33
"72126001",Taro leaves,Per 100g,68.0,5.19,6.98,3.51
"72128211",Turnip greens,Per 100g,20.0,1.14,4.35,0.23
"72128220",Turrnip greens,Per 100g,42.0,1.11,4.23,2.77
"72130100",Watercress,Per 100g,11.0,2.3,1.29,0.1
"72132201",Bitter melon,Per 100g,56.0,3.49,6.47,2.74
"72133201",Sweet potato,Per 100g,57.0,2.12,7.15,2.88
"72201100",Broccoli,Per 100g,39.0,2.57,6.27,0.34
"72202010",Broccoli casserole with noodles (Includes: cream sauce),Per 100g,112.0,3.55,15.86,3.77
"72202020",Broccoli casserole with rice (Includes: mushroom sauce),Per 100g,107.0,4.14,15.06,3.6
"72202030",Fried broccoli (Includes: battered or breaded; broccoli bites),Per 100g,223.0,4.28,22.41,12.88
"73101010",Carrots,Per 100g,44.0,0.87,9.68,0.24
"73105000",Beet juice,Per 100g,25.0,0.72,5.91,0.06
"73105010",Carrot juice,Per 100g,40.0,0.95,9.28,0.15
"73111211",Peas and carrots,Per 100g,67.0,3.3,12.84,0.39
"73201013",Pumpkin,Per 100g,56.0,1.08,7.86,2.82
"73302010",Winter squash,Per 100g,26.0,1.0,6.5,0.1
"73305020",Squash,Per 100g,78.0,3.4,12.14,2.26
"73410200",Sweet potato fries,Per 100g,192.0,2.27,37.45,9.39
"73410210",Sweet potato chips,Per 100g,529.0,2.92,56.54,32.19
"73420020",Sweet potato tots (Includes: sweet potato puffs,Per 100g,191.0,2.26,37.3,9.35
"73420100",Sweet potato tots,Per 100g,240.0,2.12,34.87,15.6
"74101000",Tomatoes,Per 100g,20.0,0.82,4.04,0.31
"74205010",Fried green tomatoes (Includes: fried tomato,Per 100g,216.0,3.68,21.78,12.84
"74205020",Tomato,Per 100g,40.0,1.0,9.09,0.18
"74206000",Sun-dried tomatoes (Includes: dried red tomatoes),Per 100g,258.0,14.11,55.76,2.97
"74301100",Tomato juice,Per 100g,23.0,0.86,4.32,0.29
"74302000",Tomato juice cocktail (Includes: less than 100% tomato juice; tomato juice with clam or beef juice; NS as to 100% tomato juice),Per 100g,22.0,0.93,3.87,0.31
"74303000",Tomato and vegetable juice,Per 100g,22.0,0.93,3.87,0.31
"74401010",Ketchup (Includes: catsup),Per 100g,109.0,1.08,27.1,0.32
"74401110",Ketchup,Per 100g,101.0,1.04,27.4,0.1
"74402010",Tomato chili sauce,Per 100g,92.0,2.5,19.79,0.3
"74402100",Salsa,Per 100g,34.0,1.44,6.74,0.19
"74402210",Taco sauce (Includes: McDonald's hot sauce; Taco Bell hot sauce; fast food hot sauce),Per 100g,11.0,1.16,0.72,0.68
"74402250",Enchilada sauce,Per 100g,30.0,0.62,4.87,0.91
"74402350",Salsa verde or salsa,Per 100g,38.0,1.13,6.36,0.89
"74403000",Hot Thai sauce (Includes: hot chilli sauce; Sriracha sauce; red pepper paste; chilli pepper paste),Per 100g,74.0,1.03,16.58,0.66
"74404010",Spaghetti sauce (Includes: tomato-based,Per 100g,51.0,1.41,8.05,1.48
"74404020",Spaghetti sauce with added vegetables (Includes: tomato-based,Per 100g,46.0,1.52,7.45,1.2
"74404050",Spaghetti sauce,Per 100g,51.0,1.41,8.06,1.48
"74404090",Vodka sauce with tomatoes and cream,Per 100g,75.0,1.15,3.56,6.57
"74406010",Barbecue sauce (Includes: BBQ sauce),Per 100g,172.0,0.82,40.77,0.63
"74406060",Buffalo sauce,Per 100g,11.0,1.21,0.75,0.71
"74406100",Steak sauce (Includes: A1; Pickapeppa; Heinz 57),Per 100g,95.0,1.25,22.04,0.23
"74406500",Cocktail sauce,Per 100g,128.0,1.36,28.22,1.05
"74410110",Puerto Rican seasoning with ham (Includes: Sofrito,Per 100g,266.0,3.96,7.24,24.78
"74420110",Puerto Rican seasoning without ham and tomato sauce (Includes: Sofrito sin jamon o salsa de tomate),Per 100g,127.0,1.02,6.89,10.79
"74506000",Tomato and cucumber salad made with tomato,Per 100g,122.0,0.52,6.35,10.18
"74701000",Tomato sandwich on white (Includes: bread,Per 100g,201.0,8.46,26.54,6.8
"74701010",Tomato sandwich on wheat (Includes: bread,Per 100g,199.0,9.44,24.67,6.99
"75100250",Raw vegetable,Per 100g,30.0,1.19,5.83,0.26
"75100300",Sprouts,Per 100g,30.0,3.04,5.94,0.18
"75100500",Alfalfa sprouts,Per 100g,23.0,3.99,2.1,0.69
"75100750",Artichoke,Per 100g,53.0,2.89,11.95,0.34
"75100800",Asparagus,Per 100g,20.0,2.2,3.88,0.12
"75101000",Bean sprouts,Per 100g,30.0,3.04,5.94,0.18
"75101800",Green beans,Per 100g,40.0,1.97,7.41,0.28
"75102500",Beets,Per 100g,43.0,1.61,9.56,0.17
"75102600",Broccoflower,Per 100g,31.0,2.95,6.09,0.3
"75102750",Brussels sprouts,Per 100g,43.0,3.38,8.95,0.3
"75103000",Cabbage,Per 100g,31.0,0.96,6.38,0.23
"75105500",Cactus,Per 100g,16.0,1.32,3.33,0.09
"75107000",Cauliflower,Per 100g,25.0,1.92,4.97,0.28
"75109000",Celery,Per 100g,17.0,0.49,3.32,0.16
"75109010",Fennel bulb,Per 100g,31.0,1.24,7.3,0.2
"75109400",Basil,Per 100g,23.0,3.15,2.65,0.64
"75109500",Chives,Per 100g,30.0,3.27,4.35,0.73
"75109550",Cilantro,Per 100g,23.0,2.13,3.67,0.52
"75109600",Corn,Per 100g,86.0,3.27,18.7,1.35
"75111000",Cucumber,Per 100g,16.0,0.62,2.95,0.18
"75111200",Eggplant,Per 100g,25.0,0.98,5.88,0.18
"75111500",Garlic,Per 100g,143.0,6.62,28.2,0.38
"75111800",Jicama,Per 100g,38.0,0.72,8.82,0.09
"75112000",Kohlrabi,Per 100g,27.0,1.7,6.2,0.1
"75113000",Lettuce,Per 100g,20.0,0.92,3.69,0.1
"75114000",Mixed salad greens,Per 100g,21.0,1.31,3.43,0.21
"75115000",Mushrooms,Per 100g,31.0,2.9,4.13,0.35
"75117010",Onions,Per 100g,32.0,1.83,7.34,0.19
"75119000",Parsley,Per 100g,36.0,2.97,6.33,0.79
"75120000",Green peas,Per 100g,81.0,5.42,14.45,0.4
"75121000",Peppers,Per 100g,34.0,1.39,7.66,0.4
"75125000",Radish (Includes: daikon),Per 100g,16.0,0.68,3.4,0.1
"75127000",Rutabaga,Per 100g,37.0,1.08,8.62,0.16
"75127500",Seaweed,Per 100g,41.0,3.51,7.94,0.49
"75127750",Snowpeas,Per 100g,42.0,2.8,7.55,0.2
"75128000",Summer squash,Per 100g,19.0,1.01,3.88,0.27
"75129000",Turnip,Per 100g,28.0,0.9,6.43,0.1
"75132000",Mixed vegetable juice (Includes: vegetables other than tomato),Per 100g,28.0,0.72,6.3,0.16
"75132100",Celery juice,Per 100g,17.0,0.49,3.32,0.16
"75140500",Broccoli salad with cauliflower,Per 100g,270.0,5.83,10.38,22.82
"75140510",Broccoli slaw salad (Includes: Broccoli salad,Per 100g,123.0,1.97,10.41,8.11
"75140990",Coleslaw,Per 100g,159.0,0.88,12.35,11.78
"75141000",Coleslaw (Includes: NFS),Per 100g,117.0,0.94,10.45,7.98
"75141040",Cabbage salad,Per 100g,45.0,0.79,8.93,0.8
"75142000",Cucumber and vegetable namasu (Includes: cucumbers,Per 100g,56.0,0.47,12.22,0.18
"75142500",Cucumber salad,Per 100g,66.0,1.3,3.7,5.18
"75142600",Cucumber salad made with cucumber and vinegar (Includes: with onions),Per 100g,34.0,0.5,6.79,0.13
"75145000",Seven-layer salad,Per 100g,229.0,4.7,5.79,20.71
"75146000",Greek Salad,Per 100g,48.0,2.75,4.35,2.26
"75147000",Spinach salad,Per 100g,84.0,7.02,2.09,5.07
"75148010",Cobb salad,Per 100g,93.0,11.32,2.65,4.33
"75200700",Aloe vera juice drink,Per 100g,15.0,0.0,3.75,0.0
"75203028",Bamboo shoots,Per 100g,41.0,1.68,3.13,2.94
"75205200",Fried green beans (Includes: battered or breaded),Per 100g,223.0,4.04,22.86,12.86
"75206020",Yellow string beans,Per 100g,50.0,1.45,6.25,2.71
"75208501",Breadfruit,Per 100g,123.0,1.04,26.26,2.77
"75209501",Burdock,Per 100g,100.0,1.6,18.06,2.89
"75215511",Christophine,Per 100g,44.0,0.86,4.7,2.87
"75217301",Flowers or blossoms of sesbania,Per 100g,37.0,1.06,3.2,2.62
"75217520",Hominy,Per 100g,88.0,1.45,13.8,2.91
"75218400",Leeks,Per 100g,88.0,1.57,14.74,3.05
"75218501",Lotus root,Per 100g,87.0,1.54,15.51,2.61
"75219100",Mushroom,Per 100g,44.0,2.4,8.15,0.2
"75220011",Okra,Per 100g,35.0,2.07,7.99,0.2
"75221160",Palm hearts,Per 100g,134.0,2.62,24.8,2.74
"75222020",Parsnips,Per 100g,92.0,1.29,16.47,2.84
"75226700",Pimiento,Per 100g,28.0,1.35,6.24,0.37
"75229011",Salsify,Per 100g,89.0,2.65,14.88,2.71
"75230000",Sauerkraut,Per 100g,40.0,0.9,4.16,2.53
"75233220",Spaghetti squash,Per 100g,49.0,0.65,6.26,2.8
"75235000",Water Chesnut (Includes: with or without fat),Per 100g,78.0,1.38,19.22,0.09
"75235750",Winter melon,Per 100g,36.0,0.4,2.95,2.74
"75236000",Yeast (Includes: brewers yeast),Per 100g,325.0,40.44,41.22,7.61
"75236500",Yeast extract spread (Includes: Vegemite; Marmite; Promite),Per 100g,185.0,23.88,20.42,0.9
"75301110",Lima beans and corn,Per 100g,92.0,4.3,19.25,0.5
"75302080",Bean salad,Per 100g,109.0,3.52,13.0,5.0
"75306998",Peppers and onions,Per 100g,37.0,1.06,8.38,0.12
"75310990",Classic mixed vegetables,Per 100g,100.0,2.84,12.37,4.74
"75315010",Peas and corn,Per 100g,79.0,3.84,16.73,0.47
"75316050",Ratatouille (Includes: vegetable mixture of eggplant,Per 100g,67.0,1.09,5.77,4.73
"75317010",Vegetables,Per 100g,97.0,1.44,15.11,3.64
"75330050",Broccoli and cauliflower,Per 100g,23.0,2.35,4.54,0.17
"75340010",Asian stir fry vegetables,Per 100g,50.0,2.07,9.93,0.3
"75340200",Jai,Per 100g,60.0,4.25,7.72,1.86
"75365000",Vegetable mixture,Per 100g,328.0,17.41,49.22,8.88
"75400500",Artichokes,Per 100g,160.0,5.33,22.28,5.94
"75403020",Green bean casserole (Includes: green beans with mushroom sauce),Per 100g,56.0,1.96,7.05,2.21
"75409020",Fried cauliflower (Includes: battered or breaded; cauliflower bites),Per 100g,218.0,4.02,21.9,12.86
"75410500",Chiles rellenos,Per 100g,228.0,7.84,10.38,17.2
"75410550",Stuffed jalapeno pepper (Includes: battered or breaded; cheese stuffed; poppers; jalapeno bites),Per 100g,241.0,8.82,16.5,15.93
"75412010",Fried eggplant (Includes: battered or breaded),Per 100g,218.0,3.66,22.33,12.82
"75412030",Eggplant dip (Includes: Baba Ghanoush),Per 100g,183.0,4.8,8.15,14.98
"75412060",Eggplant parmesan casserole,Per 100g,155.0,7.02,8.96,10.5
"75412070",Eggplant with cheese and tomato sauce (Includes: baked eggplant casserole),Per 100g,90.0,6.16,6.34,4.84
"75414030",Fried mushrooms (Includes: battered or breaded),Per 100g,222.0,4.63,21.9,12.91
"75414500",Fried okra (Includes: battered or breaded),Per 100g,219.0,3.88,22.37,12.84
"75415022",Fried onion rings (Includes: battered or breaded),Per 100g,352.0,4.19,39.94,19.82
"75416500",Pea salad,Per 100g,180.0,2.98,10.64,14.02
"75416600",Pea salad with cheese,Per 100g,203.0,5.0,9.82,16.01
"75418010",Fried summer squash,Per 100g,216.0,3.76,21.5,12.88
"75440200",Vegetable tempura,Per 100g,239.0,3.81,20.45,15.81
"75440400",Pakora (Includes: vegetables dipped in chickpea flour,Per 100g,125.0,4.92,16.24,4.77
"75440600",Vegetable curry,Per 100g,86.0,1.6,8.81,5.27
"75440610",Vegetable curry with rice,Per 100g,103.0,2.03,16.48,3.27
"75501010",Relish,Per 100g,111.0,1.7,25.7,0.91
"75502520",Kimchi (Includes: Kim Chee),Per 100g,15.0,1.1,2.4,0.5
"75503010",Pickles,Per 100g,14.0,0.48,1.99,0.43
"75503085",Ginger root,Per 100g,20.0,0.33,4.83,0.1
"75503090",Horseradish,Per 100g,48.0,1.18,11.29,0.69
"75506010",Mustard,Per 100g,69.0,4.25,5.3,3.38
"75506100",Honey mustard dip (Includes: honey mustard dipping sauce; hot mustard dipping sauce),Per 100g,275.0,1.77,25.16,18.01
"75510000",Olives,Per 100g,116.0,0.84,6.04,10.9
"75510050",Olive tapenade (Includes: olive spread),Per 100g,282.0,0.73,4.17,30.05
"75511010",Hot pepper sauce (Includes: Tabasco sauce; hot sauce,Per 100g,12.0,1.29,0.8,0.76
"75512010",Radishes,Per 100g,34.0,0.56,7.68,0.1
"75534550",Wasabi paste (Includes: wasabi sauce),Per 100g,292.0,2.23,46.13,10.9
"75535000",Zucchini,Per 100g,35.0,1.0,7.44,0.28
"76000000",Baby Toddler vegetable,Per 100g,44.0,1.44,9.56,0.25
"76201010",Baby Toddler carrots,Per 100g,26.0,0.8,6.0,0.1
"76205010",Baby Toddler squash,Per 100g,28.0,0.81,5.73,0.2
"76209010",Baby Toddler sweet potatoes,Per 100g,57.0,1.1,13.2,0.1
"76401010",Baby Toddler green beans,Per 100g,24.0,1.2,5.8,0.1
"76403010",Baby Toddler beets (Includes: any stage),Per 100g,34.0,1.3,7.7,0.1
"76407010",Baby Toddler multiple vegetables,Per 100g,44.0,1.44,9.56,0.25
"76407050",Baby Toddler vegetables,Per 100g,58.0,1.84,12.01,0.5
"76407080",Baby Toddler vegetables and meat (Includes: any stage; with grain; any meat),Per 100g,64.0,2.95,11.18,1.08
"76409010",Baby Toddler peas,Per 100g,50.0,3.27,8.36,0.43
"76700000",Toddler meal,Per 100g,85.0,3.65,12.84,2.08
"77121010",Fried stuffed potatoes,Per 100g,185.0,4.9,16.18,11.33
"77201210",Green plantain with cracklings,Per 100g,358.0,13.16,26.97,22.82
"77205610",Ripe plantain meat pie,Per 100g,315.0,12.81,22.03,20.22
"77272010",Puerto Rican pasteles (Includes: Pasteles de masa),Per 100g,213.0,7.08,17.44,13.19
"77316010",Stuffed cabbage,Per 100g,207.0,9.56,8.41,15.13
"77316600",Eggplant and meat casserole (Includes: Moussaka made with lamb or beef),Per 100g,96.0,7.11,4.67,5.53
"78101000",Vegetable and fruit juice,Per 100g,46.0,0.3,11.15,0.01
"78101100",Fruit and vegetable smoothie,Per 100g,64.0,1.59,12.74,0.72
"78101130",Vegetable smoothie (Includes: with or without dairy; NS as to protein),Per 100g,89.0,2.75,5.84,6.63
"81100000",Table fat,Per 100g,677.0,0.58,0.36,75.33
"81100500",Butter,Per 100g,743.0,0.85,0.06,82.2
"81102000",Margarine,Per 100g,579.0,0.17,0.82,65.04
"81103090",Butter replacement,Per 100g,533.0,0.17,0.86,59.81
"81200100",Oil or table fat,Per 100g,789.0,0.29,0.18,87.67
"81201000",Animal fat or drippings (Includes: bacon grease),Per 100g,841.0,2.23,0.0,92.18
"81202000",Lard,Per 100g,902.0,0.0,0.0,100.0
